"ceremony_number","category","gender","name","winner","oscar_id","imdb_title_id"
5,"BEST PICTURE","M","First National",False,85,21847
5,"BEST ACTOR","M","Alfred Lunt",False,86,21910
5,"BEST ACTRESS","F","Lynn Fontanne",False,87,21910
5,"BEST PICTURE","M","Paramount Publix",False,88,22046
4,"BEST ACTOR","M","Fredric March",False,89,22054
5,"BEST ACTRESS","F","Helen Hayes",True,90,22353
5,"WRITING ","M","Lucien Hubbard",False,91,22404
5,"PRODUCTION DESIGN","M","Gordon Wiles",True,92,22469
5,"CINEMATOGRAPHY","M","Karl Struss",False,93,22802
5,"BEST ACTOR","M","Fredric March",True,94,22802
5,"BEST ACTOR","M","Fredric March",True,95,22802
5,"BEST ACTOR","M","Fredric March",True,96,22802
5,"BEST ACTOR","M","Fredric March",True,97,22802
5,"WRITING ","M","Percy Heath, Samuel Hoffenstein",False,98,22802
5,"WRITING ","M","Percy Heath, Samuel Hoffenstein",False,99,22802
5,"WRITING ","M","Percy Heath, Samuel Hoffenstein",False,100,22802
5,"WRITING ","M","Percy Heath, Samuel Hoffenstein",False,101,22802
5,"CINEMATOGRAPHY","M","Karl Struss",False,102,22802
5,"CINEMATOGRAPHY","M","Karl Struss",False,103,22802
5,"CINEMATOGRAPHY","M","Karl Struss",False,104,22802
6,"CINEMATOGRAPHY","M","Charles Bryant Lang, Jr.",True,105,22864
6,"CINEMATOGRAPHY","M","Charles Bryant Lang, Jr.",True,106,22864
6,"SOUND RECORDING","M","Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",True,107,22864
6,"BEST PICTURE","M","Paramount",False,108,22864
6,"SOUND RECORDING","M","Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",True,109,22864
6,"PRODUCTION DESIGN","M","Hans Dreier, Roland Anderson",False,110,22864
6,"PRODUCTION DESIGN","M","Hans Dreier, Roland Anderson",False,111,22864
6,"BEST PICTURE","M","Paramount",False,112,22864
6,"SOUND RECORDING","M","Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",False,113,23013
6,"BEST PICTURE","M","Warner Bros.",False,114,23013
6,"BEST ACTOR","M","Paul Muni",False,115,23013
6,"WRITING ","M","Robert Lord",True,116,23284
6,"WRITING ","M","Charles MacArthur",False,117,23345
6,"CINEMATOGRAPHY","M","Karl Struss",False,118,23450
7,"CINEMATOGRAPHY","M","Charles Rosher",False,119,24772
7,"PRODUCTION DESIGN","M","Richard Day",False,120,24772
7,"BEST ACTOR","M","Frank Morgan",False,121,24772
7,"SOUND RECORDING","M","United Artists Studio Sound Department, Thomas T. Moulton, Sound Director",False,122,24772
7,"BEST ACTRESS","F","Norma Shearer",False,123,24808
7,"BEST ACTRESS","F","Norma Shearer",False,124,24808
7,"BEST PICTURE","M","Metro-Goldwyn-Mayer",False,125,24808
7,"BEST PICTURE","M","Metro-Goldwyn-Mayer",False,126,24808
7,"SOUND RECORDING","M","Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",False,127,24958
7,"SOUND RECORDING","M","Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",False,128,24958
7,"SOUND RECORDING","M","Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",False,129,24958
7,"SOUND RECORDING","M","Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",False,130,24958
7,"SOUND RECORDING","M","Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",False,131,24958
7,"BEST PICTURE","M","Paramount",False,132,24958
7,"BEST PICTURE","M","Paramount",False,133,24958
7,"BEST PICTURE","M","Paramount",False,134,24958
7,"BEST PICTURE","M","Paramount",False,135,24958
7,"BEST PICTURE","M","Paramount",False,136,24958
7,"FILM EDITING","F","Anne Bauchens",False,137,24958
7,"FILM EDITING","F","Anne Bauchens",False,138,24958
7,"FILM EDITING","F","Anne Bauchens",False,139,24958
7,"FILM EDITING","F","Anne Bauchens",False,140,24958
7,"FILM EDITING","F","Anne Bauchens",False,141,24958
7,"CINEMATOGRAPHY","M","Victor Milner",True,142,24958
7,"CINEMATOGRAPHY","M","Victor Milner",True,143,24958
7,"CINEMATOGRAPHY","M","Victor Milner",True,144,24958
7,"CINEMATOGRAPHY","M","Victor Milner",True,145,24958
7,"CINEMATOGRAPHY","M","Victor Milner",True,146,24958
7,"ASSISTANT DIRECTOR","M","Cullen Tate",False,147,24958
7,"ASSISTANT DIRECTOR","M","Cullen Tate",False,148,24958
7,"ASSISTANT DIRECTOR","M","Cullen Tate",False,149,24958
7,"ASSISTANT DIRECTOR","M","Cullen Tate",False,150,24958
7,"ASSISTANT DIRECTOR","M","Cullen Tate",False,151,24958
7,"SOUND RECORDING","M","Warner Bros.-First National Studio Sound Department, Nathan Levinson, Sound Director",False,152,25069
7,"BEST PICTURE","M","First National",False,153,25069
7,"SOUND RECORDING","M","RKO Radio Studio Sound Department, Carl Dreher, Sound Director",False,154,25118
7,"PRODUCTION DESIGN","M","Van Nest Polglase, Carroll Clark",False,155,25118
7,"MUSIC ","M","Music by Con Conrad; Lyrics by Herb Magidson",True,156,25118
7,"MUSIC ","M","RKO Radio Studio Music Department, Max Steiner, head of department  (Score by Kenneth Webb and Samuel Hoffenstein)",False,157,25118
7,"BEST PICTURE","M","RKO Radio",False,158,25118
7,"BEST PICTURE","M","Warner Bros.",False,159,25214
7,"WRITING ","M","Mauri Grashin",False,160,25226
7,"BEST PICTURE","M","20th Century",False,161,25250
7,"SOUND RECORDING","M","Universal Studio Sound Department, Theodore Soderberg, Sound Director",False,162,25263
7,"BEST PICTURE","M","Universal",False,163,25263
7,"BEST PICTURE","M","Universal",False,164,25263
7,"SOUND RECORDING","M","Universal Studio Sound Department, Theodore Soderberg, Sound Director",False,165,25263
7,"ASSISTANT DIRECTOR","M","Scott Beal",False,166,25263
7,"ASSISTANT DIRECTOR","M","Scott Beal",False,167,25263
7,"BEST PICTURE","M","Columbia",True,168,25271
7,"WRITING ","M","Robert Riskin",True,169,25271
7,"DIRECTING","M","Frank Capra",True,170,25271
7,"BEST ACTRESS","F","Claudette Colbert",True,171,25271
7,"BEST ACTOR","M","Clark Gable",True,172,25271
7,"MUSIC ","M","RKO Radio Studio Music Department, Max Steiner, head of department  (Score by Max Steiner)",False,173,25408
7,"WRITING ","M","Arthur Caesar",True,174,25440
7,"PRODUCTION DESIGN","M","Cedric Gibbons, Fredric Hope",True,175,25465
7,"PRODUCTION DESIGN","M","Cedric Gibbons, Fredric Hope",True,176,25465
7,"PRODUCTION DESIGN","M","Cedric Gibbons, Fredric Hope",True,177,25465
7,"BEST ACTRESS","F","Bette Davis",False,178,25533
7,"BEST ACTRESS","F","Bette Davis",False,179,25533
7,"BEST ACTRESS","F","Bette Davis",False,180,25533
7,"BEST PICTURE","M","Columbia",False,181,25555
7,"DIRECTING","M","Victor Schertzinger",False,182,25555
7,"FILM EDITING","M","Gene Milford",False,183,25555
7,"MUSIC ","M","Columbia Studio Music Department, Louis Silvers, head of department  (Thematic Music by Victor Schertzinger and Gus Kahn)",True,184,25555
7,"BEST ACTRESS","F","Grace Moore",False,185,25555
7,"SOUND RECORDING","M","Columbia Studio Sound Department, John Livadary, Sound Director",True,186,25555
7,"CINEMATOGRAPHY","M","George Folsey",False,187,25566
7,"WRITING ","M","Norman Krasna",False,188,25671
7,"MUSIC ","M","Music by Ralph Rainger; Lyrics by Leo Robin",False,189,25725
7,"MUSIC ","M","Music by Ralph Rainger; Lyrics by Leo Robin",False,190,25725
7,"BEST PICTURE","M","Metro-Goldwyn-Mayer",False,191,25829
7,"DIRECTING","M","W. S. Van Dyke",False,192,25829
7,"BEST ACTOR","M","William Powell",False,193,25829
7,"WRITING ","F","Frances Goodrich, Albert Hackett",False,194,25829
7,"BEST PICTURE","M","Metro-Goldwyn-Mayer",False,195,25907
7,"WRITING ","M","Ben Hecht",False,196,25907
7,"SOUND RECORDING","M","Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",False,197,25907
7,"ASSISTANT DIRECTOR","M","John Waters",True,198,25907
8,"BEST ACTRESS","F","Katharine Hepburn",False,199,26015
8,"BEST PICTURE","M","RKO Radio",False,200,26015
8,"CINEMATOGRAPHY","M","Ray June",False,201,26047
8,"BEST ACTRESS","F","Miriam Hopkins",False,202,26056
8,"BEST ACTOR","M","Paul Muni",False,203,26082
8,"SOUND RECORDING","M","Universal Studio Sound Department, Gilbert Kurland, Sound Director",False,204,26113
8,"BEST PICTURE","M","Metro-Goldwyn-Mayer",False,205,26123
8,"WRITING ","M","Moss Hart",False,206,26123
8,"DIRECTING","M","Michael Curtiz",False,207,26126
8,"WRITING ","M","Casey Robinson",False,208,26126
8,"BEST PICTURE","M","Cosmopolitan",False,209,26126
8,"MUSIC ","M","Warner Bros.-First National Studio Music Department, Leo Forbstein, head of department  (Score by Erich Wolfgang Korngold)",False,210,26126
8,"SOUND RECORDING","M","Warner Bros.-First National Studio Sound Department, Nathan Levinson, Sound Director",False,211,26126
8,"CINEMATOGRAPHY","M","Victor Milner",False,212,26197
8,"BEST ACTRESS","F","Bette Davis",True,213,26199
8,"PRODUCTION DESIGN","M","Richard Day",True,214,26209
8,"BEST ACTRESS","F","Merle Oberon",False,215,26209
8,"SOUND RECORDING","M","United Artists Studio Sound Department, Thomas T. Moulton, Sound Director",False,216,26209
10,"DANCE DIRECTION","M","Bobby Connolly",False,217,26303
8,"WRITING ","M","Don Hartman, Stephen Avery",False,218,26343
8,"MUSIC ","M","Music by Harry Warren; Lyrics by Al Dubin",True,219,26402
8,"DANCE DIRECTION","M","Busby Berkeley",False,220,26402
8,"SOUND RECORDING","M","RKO Radio Studio Sound Department, Carl Dreher, Sound Director",False,221,26426
8,"SOUND RECORDING","M","RKO Radio Studio Sound Department, Carl Dreher, Sound Director",False,222,26426
8,"MUSIC ","M","RKO Radio Studio Music Department, Max Steiner, head of department  (Score by Max Steiner)",True,223,26452
8,"MUSIC ","M","RKO Radio Studio Music Department, Max Steiner, head of department  (Score by Max Steiner)",True,224,26452
8,"BEST PICTURE","M","RKO Radio",False,225,26452
8,"FILM EDITING","M","George Hively",False,226,26452
8,"BEST PICTURE","M","RKO Radio",False,227,26452
8,"BEST ACTOR","M","Victor McLaglen",True,228,26452
8,"BEST ACTOR","M","Victor McLaglen",True,229,26452
8,"BEST ACTOR","M","Victor McLaglen",True,230,26452
8,"FILM EDITING","M","George Hively",False,231,26452
8,"FILM EDITING","M","George Hively",False,232,26452
8,"BEST PICTURE","M","RKO Radio",False,233,26452
8,"DIRECTING","M","John Ford",True,234,26452
8,"DIRECTING","M","John Ford",True,235,26452
8,"DIRECTING","M","John Ford",True,236,26452
8,"WRITING ","M","Dudley Nichols",True,237,26452
8,"WRITING ","M","Dudley Nichols",True,238,26452
8,"WRITING ","M","Dudley Nichols",True,239,26452
8,"MUSIC ","M","RKO Radio Studio Music Department, Max Steiner, head of department  (Score by Max Steiner)",True,240,26452
8,"SOUND RECORDING","M","Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",False,241,26571
8,"ASSISTANT DIRECTOR","M","Clem Beauchamp, Paul Wing",True,242,26571
8,"DIRECTING","M","Henry Hathaway",False,243,26571
8,"FILM EDITING","M","Ellsworth Hoagland",False,244,26571
8,"BEST PICTURE","M","Paramount",False,245,26571
8,"WRITING ","M","Screenplay by Waldemar Young, John L. Balderston, Achmed Abdullah;  Adaptation by Grover Jones, William Slavens McNutt",False,246,26571
8,"PRODUCTION DESIGN","M","Hans Dreier, Roland Anderson",False,247,26571
8,"BEST PICTURE","M","Metro-Goldwyn-Mayer",True,248,26714
8,"DIRECTING","M","Frank Lloyd",False,249,26714
8,"BEST ACTOR","M","Clark Gable",False,250,26714
8,"BEST ACTOR","M","Charles Laughton",False,251,26714
8,"BEST PICTURE","M","Metro-Goldwyn-Mayer",True,252,26714
8,"MUSIC ","M","Metro-Goldwyn-Mayer Studio Music Department, Nat W. Finston, head of department  (Score by Herbert Stothart)",False,253,26714
8,"MUSIC ","M","Metro-Goldwyn-Mayer Studio Music Department, Nat W. Finston, head of department  (Score by Herbert Stothart)",False,254,26714
8,"WRITING ","M","Talbot Jennings, Jules Furthman, Carey Wilson",False,255,26714
8,"WRITING ","M","Talbot Jennings, Jules Furthman, Carey Wilson",False,256,26714
8,"FILM EDITING","F","Margaret Booth",False,257,26714
8,"FILM EDITING","F","Margaret Booth",False,258,26714
8,"BEST ACTOR","M","Clark Gable",False,259,26714
8,"BEST ACTOR","M","Franchot Tone",False,260,26714
8,"BEST ACTOR","M","Franchot Tone",False,261,26714
8,"BEST ACTOR","M","Charles Laughton",False,262,26714
8,"DIRECTING","M","Frank Lloyd",False,263,26714
8,"SOUND RECORDING","M","Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",True,264,26739
8,"BEST PICTURE","M","Metro-Goldwyn-Mayer",False,265,26739
8,"MUSIC ","M","Paramount Studio Music Department, Irvin Talbot, head of department  (Score by Ernst Toch)",False,266,26819
8,"BEST ACTRESS","F","Claudette Colbert",False,267,26840
8,"MUSIC ","F","Music by Jerome Kern; Lyrics by Dorothy Fields and Jimmy McHugh",False,268,26912
8,"BEST PICTURE","M","Paramount",False,269,26914
8,"WRITING ","M","Ben Hecht, Charles MacArthur",True,270,26921
8,"DANCE DIRECTION","M","Benjamin Zemach",False,271,26955
8,"DANCE DIRECTION","M","Benjamin Zemach",False,272,26955
8,"DANCE DIRECTION","M","Benjamin Zemach",False,273,26955
8,"DANCE DIRECTION","M","Benjamin Zemach",False,274,26955
8,"DANCE DIRECTION","M","Benjamin Zemach",False,275,26955
8,"SOUND RECORDING","M","20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",False,276,27050
8,"BEST PICTURE","M","RKO Radio",False,277,27064
8,"DANCE DIRECTION","M","Hermes Pan",False,278,27064
8,"PRODUCTION DESIGN","M","Van Nest Polglase, Carroll Clark",False,279,27064
8,"MUSIC ","M","Music and Lyrics by Irving Berlin",False,280,27064
9,"WRITING ","F","Frances Goodrich, Albert Hackett",False,281,27231
9,"FILM EDITING","M","Ralph Dawson",True,282,27247
9,"ASSISTANT DIRECTOR","M","William Cannon",False,283,27247
9,"PRODUCTION DESIGN","M","Anton Grot",False,284,27247
9,"ACTRESS IN A SUPPORTING ROLE","F","Gale Sondergaard",True,285,27247
9,"BEST PICTURE","M","Warner Bros.",False,286,27247
9,"MUSIC ","M","Warner Bros. Studio Music Department, Leo Forbstein, head of department  (Score by Erich Wolfgang Korngold)",True,287,27247
9,"CINEMATOGRAPHY","M","Gaetano Gaudio",True,288,27247
9,"SOUND RECORDING","M","20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",False,289,27256
10,"WRITING ","M","Robert Lord",False,290,27307
9,"MUSIC ","M","Music and Lyrics by Cole Porter",False,291,27332
9,"MUSIC ","M","Music and Lyrics by Cole Porter",False,292,27332
9,"DANCE DIRECTION","M","Dave Gould",False,293,27332
9,"DANCE DIRECTION","M","Dave Gould",False,294,27332
9,"DANCE DIRECTION","M","Bobby Connolly",False,295,27357
9,"ASSISTANT DIRECTOR","M","Jack Sullivan",True,296,27387
9,"SOUND RECORDING","M","Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",False,297,27387
9,"MUSIC ","M","Warner Bros. Studio Music Department, Leo Forbstein, head of department  (Score by Max Steiner)",False,298,27387
9,"ASSISTANT DIRECTOR","M","Jack Sullivan",True,299,27387
9,"SOUND RECORDING","M","Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",False,300,27387
9,"MUSIC ","M","Warner Bros. Studio Music Department, Leo Forbstein, head of department  (Score by Max Steiner)",False,301,27387
9,"FILM EDITING","M","Edward Curtiss",False,302,27429
9,"BEST ACTOR IN SUPPORTING ROLE","M","Walter Brennan",True,303,27429
9,"DANCE DIRECTION","M","Russell Lewis",False,304,27470
9,"BEST ACTOR","M","Walter Huston",False,305,27499
9,"DIRECTING","M","William Wyler",False,306,27499
9,"BEST PICTURE","M","Samuel Goldwyn Productions",False,307,27499
9,"SOUND RECORDING","M","United Artists Studio Sound Department, Thomas T. Moulton, Sound Director",False,308,27499
9,"PRODUCTION DESIGN","M","Richard Day",True,309,27499
9,"WRITING ","M","Sidney Howard",False,310,27499
9,"ACTRESS IN A SUPPORTING ROLE","F","Maria Ouspenskaya",False,311,27499
9,"WRITING ","M","Norman Krasna",False,312,27552
9,"WRITING ","M","Norman Krasna",False,313,27552
9,"WRITING ","M","Norman Krasna",False,314,27552
9,"ASSISTANT DIRECTOR","M","Eric G. Stacey",False,315,27607
9,"MUSIC ","M","Selznick International Pictures Music Department, Max Steiner, head of department  (Score by Max Steiner)",False,316,27607
9,"MUSIC ","M","Paramount Studio Music Department, Boris Morros, head of department  (Score by Werner Janssen)",False,317,27624
9,"CINEMATOGRAPHY","M","Victor Milner",False,318,27624
9,"BEST ACTOR IN SUPPORTING ROLE","M","Akim Tamiroff",False,319,27624
9,"SOUND RECORDING","M","Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director",False,320,27630
9,"DANCE DIRECTION","M","Busby Berkeley",False,321,27660
9,"CINEMATOGRAPHY","M","George Folsey",False,322,27669
9,"ACTRESS IN A SUPPORTING ROLE","F","Beulah Bondi",False,323,27669
9,"ASSISTANT DIRECTOR","M","Clem Beauchamp",False,324,27834
9,"ASSISTANT DIRECTOR","M","Clem Beauchamp",False,325,27834
9,"ASSISTANT DIRECTOR","M","Clem Beauchamp",False,326,27834
9,"ASSISTANT DIRECTOR","M","Clem Beauchamp",False,327,27834
9,"BEST PICTURE","M","Metro-Goldwyn-Mayer",False,328,27840
9,"FILM EDITING","F","Barbara McLean",False,329,27847
9,"PRODUCTION DESIGN","M","William S. Darling",False,330,27847
9,"BEST PICTURE","M","Columbia",False,331,27952
9,"DIRECTING","M","Frank Capra",True,332,27952
9,"WRITING ","M","Robert Riskin",False,333,27952
9,"SOUND RECORDING","M","Columbia Studio Sound Department, John Livadary, Sound Director",False,334,27952
9,"BEST ACTOR","M","Gary Cooper",False,335,27952
9,"WRITING ","M","Eric Hatch, Morris Ryskind",False,336,27979
9,"BEST ACTRESS","F","Carole Lombard",False,337,27979
9,"BEST ACTRESS","F","Carole Lombard",False,338,27979
9,"ACTRESS IN A SUPPORTING ROLE","F","Alice Brady",False,339,27979
9,"ACTRESS IN A SUPPORTING ROLE","F","Alice Brady",False,340,27979
9,"BEST ACTOR IN SUPPORTING ROLE","M","Mischa Auer",False,341,27979
9,"BEST ACTOR IN SUPPORTING ROLE","M","Mischa Auer",False,342,27979
9,"BEST ACTOR","M","William Powell",False,343,27979
9,"BEST ACTOR","M","William Powell",False,344,27979
9,"DIRECTING","M","Gregory La Cava",False,345,27979
9,"DIRECTING","M","Gregory La Cava",False,346,27979
9,"WRITING ","M","Eric Hatch, Morris Ryskind",False,347,27979
9,"DANCE DIRECTION","M","Jack Haskell",False,348,28003
9,"MUSIC ","M","Music by Arthur Johnston; Lyrics by Johnny Burke",False,349,28012
9,"MUSIC ","M","Music by Arthur Johnston; Lyrics by Johnny Burke",False,350,28012
9,"BEST ACTOR IN SUPPORTING ROLE","M","Stuart Erwin",False,351,28033
9,"BEST ACTRESS","F","Norma Shearer",False,352,28165
9,"BEST ACTRESS","F","Norma Shearer",False,353,28165
9,"BEST ACTRESS","F","Norma Shearer",False,354,28165
9,"BEST ACTRESS","F","Norma Shearer",False,355,28165
9,"PRODUCTION DESIGN","M","Cedric Gibbons, Fredric Hope, Edwin B. Willis",False,356,28165
9,"BEST ACTOR IN SUPPORTING ROLE","M","Basil Rathbone",False,357,28165
9,"BEST ACTOR IN SUPPORTING ROLE","M","Basil Rathbone",False,358,28165
9,"PRODUCTION DESIGN","M","Cedric Gibbons, Fredric Hope, Edwin B. Willis",False,359,28165
9,"BEST ACTOR IN SUPPORTING ROLE","M","Basil Rathbone",False,360,28165
9,"BEST ACTOR IN SUPPORTING ROLE","M","Basil Rathbone",False,361,28165
9,"BEST PICTURE","M","Metro-Goldwyn-Mayer",False,362,28165
9,"BEST PICTURE","M","Metro-Goldwyn-Mayer",False,363,28165
9,"BEST PICTURE","M","Metro-Goldwyn-Mayer",False,364,28165
9,"BEST ACTRESS","F","Norma Shearer",False,365,28165
9,"BEST ACTOR IN SUPPORTING ROLE","M","Basil Rathbone",False,366,28165
9,"BEST PICTURE","M","Metro-Goldwyn-Mayer",False,367,28165
9,"BEST PICTURE","M","Metro-Goldwyn-Mayer",False,368,28165
9,"PRODUCTION DESIGN","M","Cedric Gibbons, Fredric Hope, Edwin B. Willis",False,369,28165
9,"PRODUCTION DESIGN","M","Cedric Gibbons, Fredric Hope, Edwin B. Willis",False,370,28165
9,"PRODUCTION DESIGN","M","Cedric Gibbons, Fredric Hope, Edwin B. Willis",False,371,28165
9,"ASSISTANT DIRECTOR","M","Joseph Newman",False,372,28176
9,"DIRECTING","M","W. S. Van Dyke",False,373,28176
10,"BEST PICTURE","M","Columbia",False,463,29120
9,"SOUND RECORDING","M","Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",True,374,28176
9,"WRITING ","M","Robert Hopkins",False,375,28176
9,"BEST ACTOR","M","Spencer Tracy",False,376,28176
9,"BEST PICTURE","M","Metro-Goldwyn-Mayer",False,377,28176
9,"WRITING ","M","Pierre Collings, Sheridan Gibney",True,378,28260
9,"BEST PICTURE","M","Cosmopolitan",False,379,28260
9,"BEST ACTOR","M","Paul Muni",True,380,28260
9,"WRITING ","M","Pierre Collings, Sheridan Gibney",True,381,28260
9,"MUSIC ","M","Music by Walter Donaldson; Lyrics by Harold Adamson",False,382,28272
9,"MUSIC ","F","Music by Jerome Kern; Lyrics by Dorothy Fields",True,383,28283
9,"DANCE DIRECTION","M","Hermes Pan",False,384,28283
9,"SOUND RECORDING","M","Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",False,385,28305
9,"SOUND RECORDING","M","Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",False,386,28305
9,"SOUND RECORDING","M","RKO Radio Studio Sound Department, J. O. Aalberg, Sound Director",False,387,28313
9,"ACTRESS IN A SUPPORTING ROLE","F","Bonita Granville",False,388,28315
9,"BEST PICTURE","M","Universal",False,389,28345
9,"WRITING ","F","Adele Comandini",False,390,28345
9,"SOUND RECORDING","M","Universal Studio Sound Department, Homer G. Tasker, Sound Director",False,391,28345
9,"BEST ACTRESS","F","Gladys George",False,392,28405
9,"PRODUCTION DESIGN","M","Perry Ferguson",False,393,28478
9,"MUSIC ","M","RKO Radio Studio Music Department, Nathaniel Shilkret, head of department  (Score by Nathaniel Shilkret)",False,394,28478
10,"DANCE DIRECTION","M","Sammy Lee",False,395,28510
10,"BEST ACTOR IN SUPPORTING ROLE","M","Ralph Bellamy",False,396,28557
