t_id,userId,movieId,tag
248,62,99114,Leonardo DiCaprio
249,62,99114,Quentin Tarantino
250,62,99114,Samuel L. Jackson
251,62,99114,Soundtrack
252,62,99114,western
253,62,103042,Amy Adams
254,62,103042,superhero
255,62,104863,daniel radcliffe
256,62,104863,zoe kazan
257,62,107348,comedy
258,62,107348,Steve Carell
259,62,107348,stupid but funny
260,62,107348,will ferrell
261,62,108190,anti-intellectual
262,62,108190,bad writing
263,62,108190,dystopia
264,62,108190,new society
265,62,108190,plot holes
266,62,108190,predictable
267,62,108190,scifi
268,62,108190,unintelligent
269,62,111743,Charlize Theron
270,62,111743,Liam Neeson
271,62,111743,Seth MacFarlane
272,62,111743,witty
273,62,114180,action
274,62,114180,dystopia
275,62,114180,plot holes
276,62,114180,post-apocalyptic
277,62,114180,survival
278,62,114180,thriller
279,62,114180,unexplained
280,62,114180,weak plot
281,62,115149,dark hero
282,62,115149,gun-fu
283,62,115149,Keanu Reeves
284,62,115149,Revenge
285,62,115149,secret society
286,62,115149,stylish
287,62,116897,black comedy
288,62,116897,dark comedy
289,62,116897,dark humor
290,62,116897,ironic
291,62,116897,multiple short stories
292,62,116897,short stories
293,62,119141,bromance
294,62,119141,comedy
295,62,119141,funny
296,62,119141,James Franco
297,62,119141,Seth Rogen
298,62,122912,comic book
299,62,122912,Dr. Strange
300,62,122912,Great villain
301,62,122912,Guardians of the Galaxy
302,62,122912,Marvel
303,62,122912,MCU
304,62,122912,Robert Downey Jr.
305,62,122912,Thanos
306,62,122912,Thor
307,62,122912,Visually stunning
308,62,128360,characters
309,62,128360,Dialogue
310,62,128360,humor
311,62,128360,Kurt Russell
312,62,128360,Quentin Tarantino
313,62,128360,Samuel L. Jackson
314,62,128360,tension building
315,62,128360,violent
316,62,128360,Western
317,62,135133,dystopia
318,62,135133,Jennifer Lawrence
319,62,135133,love story
320,62,135133,nonsense
321,62,135133,politics
322,62,135133,rebellion
323,62,135133,revolution
324,62,135518,Ben Kingsley
325,62,135518,ethics
326,62,135518,immortality
327,62,135518,ryan reynolds
328,62,135536,Bad story
329,62,135536,Bad writing
330,62,135536,Batman
331,62,135536,Ben Affleck
332,62,135536,comic book
333,62,135536,dc comics
334,62,135536,good soundtrack
335,62,135536,Harley Quinn
336,62,135536,Harley Quinn's ass
337,62,135536,Horrible directing
338,62,135536,Jared Leto
339,62,135536,Joker
340,62,135536,lack of plot
341,62,135536,Margot Robbie
342,62,135536,Poor story
343,62,135536,poorly paced
344,62,135536,superhero
345,62,135536,visually appealing
346,62,135536,Will Smith
347,62,136864,action
348,62,136864,batman
349,62,136864,ben affleck
350,62,136864,dark
351,62,136864,dc comics
352,62,136864,Gal Gadot
353,62,136864,superhero
354,62,136864,superman
355,62,136864,wonderwoman
356,62,139385,leonardo DiCarpio
357,62,139385,survival
358,62,139385,tom hardy
359,62,139385,visually appealing
360,62,158966,building a family
361,62,158966,creative
362,62,158966,freedom
363,62,158966,good writing
364,62,158966,individualism
365,62,158966,Viggo Mortensen
366,62,168248,action
367,62,168248,dark hero
368,62,168248,gun tactics
369,62,168248,hitman
370,62,168248,Keanu Reeves
371,62,168248,organized crime
372,62,168248,secret society
373,62,179401,Action
374,62,179401,Comedy
375,62,179401,Dwayne Johnson
376,62,179401,funny
377,62,183611,Comedy
378,62,183611,funny
379,62,183611,Rachel McAdams
380,62,184471,adventure
381,62,184471,Alicia Vikander
382,62,184471,video game adaptation
383,62,187593,Josh Brolin
384,62,187593,Ryan Reynolds
385,62,187593,sarcasm
386,62,187595,Emilia Clarke
387,62,187595,star wars
388,63,260,classic
389,63,260,space action
390,76,260,action
391,76,260,sci-fi
392,103,260,EPIC
393,103,260,great soundtrack
394,103,296,good dialogue
395,103,296,great soundtrack
396,103,296,non-linear
397,106,4896,Everything you want is here
398,106,106489,adventure
399,112,260,classic sci-fi
400,112,260,engrossing adventure
401,112,260,EPIC
402,119,260,classic
403,119,260,Nerd
404,119,101142,animation
405,119,101142,funny
406,119,101142,stone age
407,119,115149,action
408,119,115149,killer
409,119,115149,widows/widowers
410,119,115617,animation
411,119,115617,kids
412,119,115617,robots
413,119,120635,action
414,119,120635,murder
415,119,120635,police
416,125,1726,Kevin Costner
417,125,1726,Post apocalyptic
418,125,2387,dark comedy
419,125,2387,dark humor
420,125,3052,irreverent
421,125,3052,jay and silent bob
422,125,3052,Kevin Smith
423,125,3052,satire
424,125,5088,irreverent
425,125,7022,based on a book
426,125,7022,bloody
427,125,7022,brutal
428,125,7022,controversial
429,125,7022,dystopia
430,125,7022,goretastic
431,125,7022,satire
432,125,7022,social commentary
433,125,7022,survival
434,125,7022,violence
435,125,7254,alternate reality
436,125,7254,sci-fi
437,125,7254,science fiction
438,125,7254,time travel
439,125,8957,brutal
440,125,8957,clever
441,125,8957,Disturbing
442,125,8957,great ending
443,125,8957,mindfuck
444,125,8957,surprise ending
445,125,8957,suspense
446,125,9010,cruel characters
447,125,42632,brutality
448,125,58301,dark humor
449,125,60950,threesome
450,125,62434,Seth Rogen
451,125,62434,Sexual Humor
452,125,67695,Seth Rogen
453,125,100083,embarassing scenes
454,125,100083,offensive
455,125,100083,R language
456,125,100083,sarcasm
457,125,100083,satire
458,125,156371,80's
459,125,158872,Crude humor
460,125,158872,mindfuck
461,125,158872,sarcasm
462,125,158872,satire
463,125,158872,Vulgar
464,132,3556,sofia coppola
465,132,6323,John Cusack
466,132,6367,Ewan McGregor
467,132,6367,Renee Zellweger
468,138,59103,jackie chan
469,138,59103,kung fu
470,161,52287,Something for everyone in this one... saw it without and plan on seeing it with kids!
471,166,293,assassin
472,166,293,Jean Reno
473,166,54286,assassin
474,166,54286,assassin-in-training (scene)
475,166,54286,espionage
476,166,54286,Robert Ludlum
477,167,104,test tag
478,177,115617,feel-good
479,177,115617,fun family movie
480,177,115617,very funny
481,184,2579,black and white
482,184,2579,Christopher Nolan
483,184,2579,directorial debut
484,184,2579,mindfuck
485,184,2579,not linear
486,184,2579,Twist Ending
487,184,3793,action
488,184,3793,comic book
489,184,3793,hugh jackman
490,184,3793,marvel
491,184,3793,superhero
492,184,4226,dark
493,184,4226,Mindfuck
494,184,4226,nonlinear
495,184,4226,psychology
496,184,4226,twist ending
497,184,4896,alan rickman
498,184,4896,harry potter
499,184,4896,humorous
500,184,4896,Magic
501,184,5388,atmospheric
502,184,5388,insomnia
503,184,5388,thought-provoking
504,184,6283,amazing artwork
505,184,6283,anime
506,184,6283,sci-fi
507,184,27156,anime
508,184,27156,end of the world
509,184,27156,epic
510,184,27156,mecha
511,184,27156,psychology
512,184,193565,anime
513,184,193565,comedy
514,184,193565,gintama
515,184,193565,remaster
516,193,260,classic sci-fi
517,193,260,space action
518,193,260,space epic
519,193,4878,atmospheric
520,193,4878,cult film
521,193,4878,dreamlike
522,193,4878,hallucinatory
523,193,4878,psychological
524,193,4878,surreal
525,193,4878,time travel
526,193,7147,dreamlike
527,193,7147,sentimental
528,193,7147,surreal
529,193,7147,Tim Burton
530,193,7361,alternate reality
531,193,7361,memory
532,193,7361,thought-provoking
533,193,97938,cinematography
534,193,97938,India
535,193,97938,surreal
536,205,260,oldie but goodie
537,205,260,sci-fi
538,205,260,Star Wars
539,226,48780,ummarti2006
540,256,126548,funny
541,256,126548,high school
542,274,68319,comic book
543,288,7020,Notable Nudity
544,289,3,moldy
545,289,3,old
546,289,527,moving
547,289,1101,predictable
548,291,50872,a clever chef rat
549,291,50872,inspirational
550,291,118696,hope
551,300,6711,atmospheric
552,305,4034,drugs
553,305,4995,mathematics
554,305,6502,zombies
555,305,6953,DEPRESSING
556,305,8641,stupid
557,305,34405,predictable
558,305,55721,Favelas
559,305,83134,black comedy
560,318,778,based on a book
561,318,778,dark comedy
562,318,778,narrated
563,318,4612,reciprocal spectator
564,318,4708,reciprocal spectator
565,318,64034,childish naivity
566,318,64034,friendship
567,318,68954,adventure
568,318,68954,Bechdel Test:Fail
569,318,68954,cartoon
570,318,68954,children
571,318,68954,computer animation
572,318,68954,divorce
573,318,68954,dogs
574,318,68954,dreams
575,318,68954,Pixar
576,318,82459,atmospheric
577,318,82459,Coen Brothers
578,318,82459,Jeff Bridges
579,318,82459,Matt Damon
580,318,82459,predictable
581,318,96084,city politics
582,318,96084,italy
583,318,96084,political right versus left
584,318,111364,Creature Feature
585,319,364,Disney
586,319,364,Disney animated feature
587,319,364,Oscar (Best Music - Original Score)
588,327,1288,music
589,327,1923,Ben Stiller
590,327,2616,comic book
591,327,3481,music
592,327,3897,music
593,327,8641,awesome
594,327,51255,british comedy
595,336,1,pixar
596,336,153,superhero
597,336,552,knights
598,336,1246,highschool
599,336,32587,cult
600,336,33660,boksdrama
601,336,34162,stiller
602,336,36529,wapendrama
603,336,37729,animation
604,336,38798,sisters
605,341,260,ROBOTS AND ANDROIDS
606,341,260,space
607,356,2146,post-college
608,356,37384,restaurant
609,356,40955,transvestite
610,356,61323,dark comedy
611,357,39,chick flick
612,357,39,funny
613,357,39,Paul Rudd
614,357,39,quotable
615,357,39,seen more than once
616,357,1059,Amazing Cinematography
617,357,1059,Leonardo DiCaprio
618,357,1059,shakespeare
619,357,1059,updated classics
620,357,2762,Atmospheric
621,357,2762,Bruce Willis
622,357,2762,ghosts
623,357,2762,imdb top 250
624,357,2762,mindfuck
625,357,2762,stylized
626,357,2762,twist ending
627,357,4370,android(s)/cyborg(s)
628,357,4370,artificial intelligence
629,357,4370,Bittersweet
630,357,4370,Steven Spielberg
631,357,5464,cinematography
632,357,5464,Tom Hanks
633,357,7078,Bette Davis
634,357,7078,Oscar (Best Actress)
635,357,7444,Mark Ruffalo
636,357,7451,clever
637,357,7451,High School
638,357,7451,lesbian subtext
639,357,48516,Leonardo DiCaprio
640,357,48516,suspense
641,357,48516,twist ending
642,357,48516,undercover cop
643,357,54997,Christian Bale
644,357,55290,Casey Affleck
645,357,55290,great performances
646,357,55290,twist
647,357,91500,ending
648,357,91529,Anne Hathaway
649,357,91529,Christian Bale
650,357,91529,Christopher Nolan
651,357,91529,comic book
652,357,91529,great ending
653,357,91529,Morgan Freeman
654,357,91529,political commentary
655,357,91529,superhero
656,419,98961,Afghanistan
657,419,98961,American propaganda
658,419,98961,assassination
659,419,98961,military
660,419,98961,terrorism
661,424,32,time travel
662,424,47,mystery
663,424,47,twist ending
664,424,50,mindfuck
665,424,50,suspense
666,424,50,thriller
667,424,50,tricky
668,424,50,twist ending
669,424,147,addiction
670,424,147,heroin
671,424,147,Leonardo DiCaprio
672,424,147,Mark Wahlberg
673,424,175,controversial
674,424,175,New York City
675,424,175,Nudity (Full Frontal)
676,424,223,cynical
677,424,223,hilarious
678,424,223,independent film
679,424,223,quirky
680,424,223,witty
681,424,260,classic sci-fi
682,424,260,sci-fi
683,424,260,space adventure
684,424,260,Star Wars
685,424,288,brutality
686,424,288,controversial
687,424,288,dark comedy
688,424,288,psychedelic
689,424,288,satire
690,424,288,stylized
691,424,296,cult film
692,424,296,drugs
693,424,296,Quentin Tarantino
694,424,296,Tarantino
695,424,364,soundtrack
696,424,527,thought-provoking
697,424,541,sci-fi
698,424,589,apocalypse
699,424,589,Arnold Schwarzenegger
700,424,589,nuclear war
701,424,589,sci-fi
702,424,589,Suspense
703,424,589,time travel
704,424,608,based on a true story
705,424,608,dark comedy
706,424,608,KIDNAPPING
707,424,608,Steve Buscemi
708,424,628,edward norton
709,424,628,psychology
710,424,628,suspense
711,424,628,thought-provoking
712,424,628,twist ending
713,424,1089,ensemble cast
714,424,1089,nonlinear
715,424,1089,Quentin Tarantino
716,424,1089,stylized
717,424,1120,freedom of expression
718,424,1136,british comedy
719,424,1136,Monty Python
720,424,1193,emotional
721,424,1193,jack nicholson
722,424,1198,adventure
723,424,1198,archaeology
724,424,1198,indiana jones
725,424,1198,Steven Spielberg
726,424,1198,treasure hunt
727,424,1200,action
728,424,1200,aliens
729,424,1200,horror
730,424,1200,sci-fi
731,424,1200,space
732,424,1200,space craft
733,424,1200,SPACE TRAVEL
734,424,1200,suspense
735,424,1219,Alfred Hitchcock
736,424,1219,psychology
737,424,1219,suspenseful
738,424,1219,tense
739,424,1240,Action
740,424,1240,artificial intelligence
741,424,1240,robots
742,424,1240,Sci-Fi
743,424,1240,special effects
744,424,1240,tense
745,424,1240,time travel
746,424,1258,atmospheric
747,424,1258,disturbing
748,424,1258,Horror
749,424,1258,jack nicholson
750,424,1258,masterpiece
751,424,1258,psychological
752,424,1258,Stanley Kubrick
753,424,1258,suspense
754,424,1343,horror
755,424,1343,Juliette Lewis
756,424,1343,Martin Scorsese
757,424,1343,Robert De Niro
758,424,1625,mindfuck
759,424,1625,Mystery
760,424,1625,plot twist
761,424,1625,psychological
762,424,1625,suspense
763,424,1625,twist ending
764,424,1704,inspirational
765,424,1921,hallucinatory
766,424,1921,mental illness
767,424,1921,mindfuck
768,424,1921,paranoid
769,424,1923,Ben Stiller
770,424,1923,crude humor
771,424,1923,goofy
772,424,2160,Atmospheric
773,424,2160,creepy
774,424,2160,paranoia
775,424,2160,scary
776,424,2160,suspense
777,424,2296,SNL
778,424,2329,thought-provoking
779,424,2505,Nicolas Cage
780,424,2571,martial arts
781,424,2571,sci-fi
782,424,2700,adult humor
783,424,2700,controversial
784,424,2700,crude humor
785,424,2700,free speech
786,424,2700,parody
787,424,2700,satire
788,424,2700,south park
789,424,2700,Trey Parker
790,424,2959,dark comedy
791,424,2959,psychology
792,424,2959,thought-provoking
793,424,2959,twist ending
794,424,3176,based on a book
795,424,3176,creepy
796,424,3176,disturbing
797,424,3176,Jude Law
798,424,3176,murder
799,424,3176,obsession
800,424,3176,psychology
801,424,3176,secrets
802,424,3176,serial killer
803,424,3176,suspense
804,424,3186,asylum
805,424,3186,based on a true story
806,424,3186,Brittany Murphy
807,424,3186,Mental Hospital
808,424,3186,psychology
809,424,3186,winona ryder
810,424,3499,claustrophobic
811,424,3499,horror
812,424,3499,scary
813,424,3499,stephen king
814,424,3499,suspenseful
815,424,3499,tense
816,424,3499,thriller
817,424,3527,aliens
818,424,3527,sci-fi
819,424,3527,scifi cult
820,424,3911,satire
821,424,3948,comedy
822,424,3948,Robert De Niro
823,424,4226,mystery
824,424,4226,psychological
825,424,4226,twist ending
826,424,4262,Al Pacino
827,424,4816,ben stiller
828,424,4816,comedy
829,424,4816,David Bowie
830,424,4816,goofy
831,424,4816,mindless one liners
832,424,4816,Will Ferrell
833,424,4878,jake gyllenhaal
834,424,4993,fantasy
835,424,4993,high fantasy
836,424,4993,Magic
837,424,4993,mythology
838,424,4993,tolkien
839,424,4993,wizards
840,424,5291,black and white
841,424,5291,samurai
842,424,6016,multiple storylines
843,424,6016,true story
844,424,6188,comedy
845,424,6188,Will Ferrell
846,424,6290,Rob Zombie
847,424,7361,jim carrey
848,424,8641,comedy
849,424,8641,Will Ferrell
850,424,8950,Christian Bale
851,424,8950,creepy
852,424,8950,powerful ending
853,424,8950,psychology
854,424,8950,schizophrenia
855,424,8950,twist ending
856,424,30825,Ben Stiller
857,424,30825,Robert De Niro
858,424,34323,Rob Zombie
859,424,40278,Jake Gyllenhaal
860,424,40278,Modern war
861,424,48516,atmospheric
862,424,48516,Jack Nicholson
863,424,48516,Leonardo DiCaprio
864,424,48516,Martin Scorsese
865,424,48516,suspense
866,424,53127,based on a play
867,424,53127,conspiracy theory
868,424,53127,creepy
869,424,53127,Insanity
870,424,53127,paranoia
871,424,53127,PTSD
872,424,60756,funny
873,424,60756,will ferrell
874,424,66097,claymation
875,424,66097,creepy
876,424,66097,dark
877,424,66097,dark fairy tale
878,424,66097,Surreal
879,424,66097,Tim Burton
880,424,68157,black comedy
881,424,68157,Brad Pitt
882,424,68157,Christoph Waltz
883,424,68157,Quentin Tarantino
884,424,68157,satire
885,424,74458,insanity
886,424,74458,Leonardo DiCaprio
887,424,74458,Martin Scorsese
888,424,74458,plot twist
889,424,74458,psychological
890,424,74458,Psychological Thriller
891,424,74458,thought-provoking
892,424,79132,action
893,424,79132,alternate reality
894,424,79132,Leonardo DiCaprio
895,424,79132,sci-fi
896,424,79132,thought-provoking
897,424,79132,visually appealing
898,424,81562,stranded
899,424,81591,alter ego
900,424,81591,atmospheric
901,424,81591,creepy
902,424,81591,horror
903,424,81591,obsession
904,424,81591,surreal
905,424,102903,illusions
906,424,102903,overcomplicated
907,424,102903,predictable
908,424,102903,stupid ending
909,424,104879,absorbing
910,424,104879,acting
911,424,104879,atmospheric
912,424,104879,Hugh Jackman
913,424,104879,Jake Gyllenhaal
914,424,104879,morality
915,424,104879,mystery
916,424,104879,thriller
917,424,106100,Jared Leto
918,424,106100,social commentary
919,424,106100,uplifting
920,424,106489,fantasy
921,424,106489,Tolkien
922,424,106489,too long
923,424,109487,Christopher Nolan
924,424,109487,sci-fi
925,424,109487,time-travel
926,424,112515,atmospheric
927,424,112515,dark
928,424,112515,Metaphorical
929,424,112515,psychological
930,424,112556,annoying
931,424,112556,Stupid ending
932,435,750,dark comedy
933,435,2959,dark comedy
934,435,58559,psychology
935,435,58559,superhero
936,439,5952,Myth
937,439,98809,Action
938,439,98809,Myth
939,474,1,pixar
940,474,2,game
941,474,5,pregnancy
942,474,5,remake
943,474,7,remake
944,474,11,politics
945,474,11,president
946,474,14,politics
947,474,14,president
948,474,16,Mafia
949,474,17,Jane Austen
950,474,21,Hollywood
951,474,22,serial killer
952,474,25,alcoholism
953,474,26,Shakespeare
954,474,29,kidnapping
955,474,31,high school
956,474,31,teacher
957,474,32,time travel
958,474,34,Animal movie
959,474,34,pigs
960,474,36,death penalty
961,474,36,Nun
962,474,38,twins
963,474,39,Emma
964,474,39,Jane Austen
965,474,40,In Netflix queue
966,474,40,South Africa
967,474,41,Shakespeare
968,474,43,England
969,474,45,Journalism
970,474,46,wedding
971,474,47,serial killer
972,474,50,heist
973,474,52,adoption
974,474,52,prostitution
975,474,58,writing
976,474,62,music
977,474,92,Jekyll and Hyde
978,474,96,theater
979,474,101,crime
980,474,104,golf
981,474,107,muppets
982,474,110,Scotland
983,474,111,assassination
984,474,122,dating
985,474,140,journalism
986,474,150,moon
987,474,150,NASA
988,474,150,space
989,474,153,superhero
990,474,160,Michael Crichton
991,474,161,submarine
992,474,185,computers
993,474,199,Made me cry
994,474,215,generation X
995,474,216,school
996,474,222,Ireland
997,474,223,generation X
998,474,224,mental illness
999,474,224,psychology
1000,474,230,Stephen King
1001,474,232,In Netflix queue
1002,474,235,movie business
1003,474,237,basketball
1004,474,237,France
1005,474,237,infertility
1006,474,247,Australia
1007,474,249,Beethoven
1008,474,252,Einstein
1009,474,257,court
1010,474,260,darth vader
1011,474,260,luke skywalker
1012,474,260,space opera
1013,474,261,Louisa May Alcott
1014,474,262,England
1015,474,262,Girl Power
1016,474,262,India
1017,474,272,England
1018,474,272,mental illness
1019,474,277,Christmas
1020,474,279,In Netflix queue
1021,474,280,prison
1022,474,282,disability
1023,474,282,twins
1024,474,290,In Netflix queue
1025,474,293,hit men
1026,474,296,hit men
1027,474,300,TV
1028,474,307,Death
1029,474,308,marriage
1030,474,316,time travel
1031,474,317,Christmas
1032,474,318,prison
1033,474,318,Stephen King
1034,474,318,wrongful imprisonment
1035,474,326,In Netflix queue
1036,474,329,Enterprise
1037,474,337,mental illness
1038,474,338,serial killer
1039,474,339,coma
1040,474,342,Australia
1041,474,342,weddings
1042,474,345,cross dressing
1043,474,345,men in drag
1044,474,345,remade
1045,474,349,Tom Clancy
1046,474,350,John Grisham
1047,474,351,interracial romance
1048,474,356,shrimp
1049,474,356,Vietnam
1050,474,357,wedding
1051,474,361,gambling
1052,474,364,Disney
1053,474,371,journalism
1054,474,377,bus
1055,474,380,spies
1056,474,381,alcoholism
1057,474,412,Edith Wharton
1058,474,421,horses
1059,474,425,mental illness
1060,474,425,Oscar (Best Actress)
1061,474,440,President
1062,474,454,John Grisham
1063,474,457,based on a TV show
1064,474,471,hula hoop
1065,474,474,assassination
1066,474,475,Ireland
1067,474,477,biopic
1068,474,480,Dinosaur
1069,474,488,Japan
1070,474,488,sexuality
1071,474,497,Shakespeare
1072,474,500,cross dressing
1073,474,500,divorce
1074,474,500,men in drag
1075,474,508,AIDs
1076,474,513,radio
1077,474,513,show business
1078,474,515,Butler
1079,474,515,Housekeeper
1080,474,516,military
1081,474,522,Australia
1082,474,522,racism
1083,474,522,violence
1084,474,524,football
1085,474,527,Holocaust
1086,474,529,chess
1087,474,531,In Netflix queue
1088,474,534,C.S. Lewis
1089,474,535,large cast
1090,474,538,race
1091,474,539,Empire State Building
1092,474,541,robots
1093,474,543,beat poetry
1094,474,551,Christmas
1095,474,551,Halloween
1096,474,562,adolescence
1097,474,586,christmas
1098,474,587,overrated
1099,474,588,Disney
1100,474,589,robots
1101,474,590,American Indians
1102,474,590,Native Americans
1103,474,592,superhero
1104,474,593,Hannibal Lector
1105,474,594,Disney
1106,474,595,Disney
1107,474,596,Disney
1108,474,597,prostitution
1109,474,608,Coen Brothers
1110,474,616,Disney
1111,474,628,priest
1112,474,638,babies
1113,474,647,Gulf War
1114,474,648,based on a TV show
1115,474,668,India
1116,474,670,India
1117,474,671,spoof
1118,474,673,Bugs Bunny
1119,474,708,Veterinarian
1120,474,733,Alcatraz
1121,474,736,Disaster
1122,474,748,aliens
1123,474,750,Atomic bomb
1124,474,778,drug abuse
1125,474,780,aliens
1126,474,800,In Netflix queue
1127,474,805,John Grisham
1128,474,818,based on a TV show
1129,474,830,adultery
1130,474,832,kidnapping
